,title,description
333,a doctor touch,modern medicine danger lose powerful tool human touch physician writer abraham verghese describe our strange new world where patient be merely data point call return traditional physical exam
334,generation remake china,yang lan journalist entrepreneur who be call oprah china offer insight into next generation young chinese citizen urban connect via microblogs alert injustice
335,find life ca imagine,how do search alien life if nothing like life know christoph adami show use research into artificial life computer program find signature biomarker free our preconception what life
336,le stuff more happiness,writer designer graham hill ask can have le stuff le room lead more happiness he make case take up le space lay out three rule edit your life
337,how live before die,at stanford university commencement speech steve job ceo apple pixar urge u pursue our dream see opportunity life setback include death itself
338,what do baby think,baby young child be like r d division human specie say psychologist alison gopnik her research explore sophisticate baby be really do when they play
339,how spot liar,on any give day lie time clue detect those lie can be subtle pamela meyer author liespotting show manner hotspot use by those train recognize deception she argue honesty value worth preserve
340,learn barefoot movement,in rajasthan india an extraordinary school teach rural woman men many them illiterate become solar engineer artisan dentist doctor their own village it call barefoot college it founder bunker roy explain work
341,how economic inequality harm society,we feel instinctively society huge income gap be somehow go wrong richard wilkinson chart hard data economic inequality show what get worse when rich poor be too far apart real effect health lifespan even such basic value a trust
342,trust morality oxytocin,what drive our desire behave morally neuroeconomist paul zak show why believe oxytocin call moral molecule responsible trust empathy other feel help build stable society note research statement have be challenge by other scientist work field
343,real reason brain,neuroscientist daniel wolpert start surprise premise brain evolve not think or feel but control movement in entertain give u glimpse into brain create grace agility human motion
344,share experience absurdity,charlie todd cause bizarre hilarious unexpected public scene seventy synchronize dancer storefront window ghostbusters run through new york public library annual subway ride his group improv everywhere use these scene bring people together
345,conception birth visualize,alexander tsiaras share powerful medical visualization show human development conception birth beyond some graphic image
346,fly jetman,strap wing yves rossy jetman fly free body a rudder above swiss alp grand canyon after powerful short film show work rossy take tedglobal stage share experience thrill fly
347,a app developer,most love play videogames but thomas suarez teach himself create them after develop iphone apps like bustin jeiber game now use skill help other kid become developer
348,experiment hint longer live,what control age biochemist cynthia kenyon have find simple genetic mutation can double lifespan simple worm elegans lesson discovery others be point might one day significantly extend youthful human life
349,how defend earth asteroid,what six mile wide can end civilization an instant an asteroid there be lot them out there with humor great visuals phil plait show u all way asteroid can kill u yip what must do avoid them
350,a garden my apartment,britta riley want grow her own food her tiny apartment so she her friend develop system grow plant discard plastic bottle research test tweak system use social medium try many variation at once quickly arrive at optimal system call distribute diy and result delicious
351,live beyond limit,when she be amy purdy lose both her leg below knee and now she pro snowboarder killer competitor dance star in powerful she show u draw inspiration life obstacle
352,what learn before bear,pop quiz when do learn begin answer before be bear science writer annie murphy paul talk through new research show much learn womb lilt our native language our food
353,do regret regret,we teach try live life without regret but why use her own tattoo a an example kathryn schulz make powerful move case embrace our regret
354,online collaboration,after captcha so each response help digitize book luis von ahn wonder else use small contribution by many internet greater good in share ambitious new project duolingo will help million learn new language while translate web quickly accurately all free
355,put value nature,every day use material earth without think free but what if have pay their true value would make u more careful what use what waste think pavan sukhdev a nature banker ass value earth asset chart will make think differently cost air water tree
356,quest understand consciousness,every morning wake up regain consciousness marvelous fact but what exactly regain neuroscientist antonio damasio use simple question give u glimpse into our brain create our sense self
357,battle between your present future self,every day make decision have good or bad consequence our future self can i skip floss just one time daniel goldstein make tool help u imagine ourselves over time so make smart choice future u
358,how healthy live nearly kill me,for full year aj jacob follow every piece health advice could apply sunscreen by shoot glass wear bicycle helmet while shop onstage at tedmed share surprise thing learn
359,life third act,within generation an extra year have be add our life expectancy these year be just footnote jane fonda ask can new phase our live
360,ted talk six word,sebastian wernicke think every ted talk can be summarize six word in show do just le
361,animation unseeable biology,we have no way directly observe molecule what they do but draw berry want change he demo scientifically accurate entertain animation help researcher see unseeable process within our own cell
362,atheism,what aspect religion should atheist respectfully adopt alain de botton suggest religion atheist call atheism incorporate religious form tradition satisfy our human need connection ritual transcendence
363,why sopa bad idea,what do bill like mean our shareable world at ted office clay shirky deliver proper manifesto call defend our freedom create discus link share rather than passively consume
364,how make choose easier,we all want customize experience product but when face option consumer freeze up with fascinate new research sheena iyengar demonstrate business others can improve experience choose
365,beautiful math behind world ugliest music,scott rickard set out engineer ugliest possible piece music devoid repetition use mathematical concept know a costa array in surprisingly entertain share math behind musical beauty it opposite
366,a primer print,may be year print when technology finally become accessible even commonplace lisa harouni give useful introduction fascinate way make thing include intricate object once impossible create
367,extreme swim world most dangerous jellyfish,in diana nyad set swim record be still unbroken thirty year later at she attempt her longest swim yet cuba florida in funny powerful at tedmed she talk prepare mentally achieve an extreme dream ask what will you do your wild precious life
368,what happen inside those massive warehouse,we make million online purchase daily but who or what actually put our item into package in mick mountz weave fascinate surprisingly tale what happen inside warehouse
369,why i choose gun,peter van uhm netherlands chief defense but do not mean in explain career one shape by love peace not desire bloodshed why need army if want peace
370,happy secret better work,we believe should work hard order be happy but could be think thing backwards in very funny psychologist shawn achor argue actually happiness inspire u be more productive
371,secret structure great talk,from i have dream speech steve job iphone launch many great talk have common structure help their message resonate listener in presentation expert nancy duarte share practical lesson make powerful
372,everyday leadership,we have all change someone life usually without even realize in funny draw dudley call all u celebrate leadership a everyday act improve each other live
373,what do know marriage,in funny casual tedx writer jenna mccarthy share surprise research marriage especially happy marriage really work one tip do not try win an oscar best actress
374,why video go viral,kevin allocca youtube trend manager have deep thought silly web video in tedyouth share reason video go viral
375,abundance our future,onstage at peter diamandis make case optimism invent innovate create way solve challenge loom over u i m not say don t have our set problem surely do but ultimately knock them down
376,earth full,have use up all our resource have fill up all livable space earth paul gild suggest have possibility devastate consequence equal part terrify oddly hopeful
377,robot fly cooperate,in lab at penn vijay kumar team build fly quadrotors small agile robot swarm sense each other form ad hoc team construction survey disaster far more
378,power introvert,in culture where be social outgo be prize above all else can be difficult even shameful be an introvert but a susan cain argue passionate introvert bring extraordinary talent ability world should be encourage celebrate
379,why i must speak out climate change,top climate scientist jam hansen tell story involvement science debate over global climate change in do so outline overwhelm evidence change happen why make him deeply worry future
380,why will fail have great career,in funny blunt larry smith pull no punch when call out absurd excuse people invent when they fail pursue their passion
381,religion evolution ecstasy,psychologist jonathan haidt ask simple but difficult question why do search why do attempt lose ourselves in tour through science evolution by group selection propose provocative answer
382,billion ipod,comic author rob reid unveil copyright math tm remarkable new field study base actual number entertainment industry lawyer lobbyist
383,listen shame,shame an unspoken epidemic secret behind many form break behavior brené brown whose earlier vulnerability become viral hit explore what can happen when people confront their shame her own humor humanity vulnerability shine through every word
384,yup i build nuclear fusion reactor,taylor wilson believe nuclear fusion solution our future energy need kid can change world and know something both those when be build work fusion reactor parent garage now take ted stage at short notice tell short version story
385,miss link renewable energy,what key use alternative energy like solar wind storage so can have power tap even when sun not out wind not blow in accessible inspire donald sadoway take blackboard show u future battery store renewable energy a say we need think problem differently we need think big we need think cheap
386,from glider hummingbird drone,what would attempt do if know could not fail ask regina dugan then director darpa defense advance research project agency in breathtaking she describe some extraordinary project robotic hummingbird prosthetic arm control by think well internet her agency have create by not worry they might fail follow by q a ted chris anderson
387,build block blink beep teach,imagine set electronics a easy play a lego ted fellow ayah bdeir introduce littlebits set simple interchangeable block make program a simple important part creativity a snap block together
388,a magical tale augment reality,marco tempest spin beautiful story what magic entertain u highlight our humanity all while work extraordinary illusion hand an augment reality machine
389,connect but alone,a expect more technology do expect le each other sherry turkle study our device online persona be redefine human connection communication ask u think deeply new kind connection want have
390,design book no laugh matter ok,chip kidd doesn t judge book by their cover create cover embody book do wicked sense humor in one funniest talk show art deep think cover design this design studio session at by chee pearlman david rockwell
391,how can technology transform human body,ted fellow lucy mcrae body architect she imagine way merge biology technology our own body in visually stun she show her work clothe recreate body inside music video robyn pill when swallow let sweat perfume
392,half million secret,secret can take many form they can be shock or silly or soulful frank warren founder share some secret stranger have mail him postcard
393,moral behavior animal,what happen when two monkey be pay unequally fairness reciprocity empathy cooperation care others seem like very human trait but frans de waal share some surprise video behavioral test primate other mammal show many these moral trait all u share
394,let put birth control back agenda,contraception topic have become controversial recent year but should be melinda gate believe many world social change issue depend ensure woman be able control their rate have kid in significant at tedxchange she make case world an issue she intend lend her voice next decade
395,how i repair my own heart,tal golesworthy boiler engineer know pip plumb when need surgery repair problem aorta mix engineer skill doctor medical knowledge design better repair job
396,older people be happier,in century add an unprecedented number year our lifespan but quality life a good surprisingly yes psychologist laura carstensen show research demonstrate a people get older they become happier more content have more positive outlook world
397,be our universe only universe,be there more than one universe in visually rich brian greene show unanswered question physic start big one what cause big bang have lead theory our own universe just one many multiverse
398,how buy happiness,at tedxcambridge michael norton share fascinate research money can indeed buy happiness when do spend yourself listen surprise data many way spend can benefit your work course other people
399,how use paper towel,you use paper towel dry your hand every day but chance be do wrong in enlighten funny short joe smith reveal trick perfect paper towel technique
400,track our online tracker,a surf web information be collect web track not evil personal data can make your browse more efficient cooky can help your favorite website stay business but say gary kovacs your right know what data be collect he unveil firefox collusion do just update collusion now call lightbeam
401,perspective everything,circumstance our live may matter le than see them say rory sutherland at tedxathens make compel case reframing key happiness
402,a teen just try figure out,tavi gevinson have hard time find strong female teenage role model so she build space where they could find each other at tedxteen she illustrate conversation sit like rookie her wildly popular web magazine by teen girl be put new unapologetically uncertain richly complex face modern feminism
403,music emotion through time,in epic overview michael tilson thomas trace development classical music through development write notation record
404,feat memory anyone can do,there be people who can quickly memorize list thousand number order all card deck or ten much more science writer joshua foer describe technique call memory palace show off it most remarkable feature anyone can learn use include him
405,story page not find,oops nobody want see page not find but a renny gleeson show u while run through slideshow creative funny page every error really chance build better relationship
406,optimism bias,be bear be optimistic rather than realistic talus sharot share new research suggest our brain be wire look bright side can be both dangerous beneficial
407,mathematics history,what can mathematics say history accord ted fellow michel quite lot from change language deadliness war show digitize history just start reveal deep underlie pattern
408,how build your creative confidence,be your school or workplace divide into creatives versus practical people yet surely david kelley suggest creativity not domain only choose few tell story legendary design career own life offer way build confidence create from design studio session at by chee pearlman david rockwell
409,religion baby,han rosling have question do some religion have higher birth rate than others do affect global population growth speak at tedxsummit doha qatar graph data over time across religion with trademark humor sharp insight han reach surprise conclusion world fertility rat
410,beat defy box,reggie watt beat defy box unplug your logic board watch a blend poetry cross musical genre performance
411,a new way stop identity theft,bartender need know your age retailer need your pin but almost no one actually need your name except identity thieve id expert david birch propose safer approach personal identification fracture approach would almost never require your real name
412,will our kid be different specie,throughout human evolution multiple version human could be now juan enriquez sweep across time space bring u present moment show technology reveal evidence suggest rapid evolution may be under way
413,what do know penis anatomy,we not do anatomy we know tremendous amount genomics proteomics cell biology but a diane kelly make clear at tedmed there be basic fact human body still learn case point how do mammalian erection work
414,what if our healthcare system keep u healthy,rebecca onie ask audacious question what if wait room be place improve daily health care what if doctor could prescribe food house heat winter at tedmed she describe health lead an organization do just do by build volunteer base a elite dedicate a college sport team
415,myth gay agenda,in funny an urgent message lz granderson point out absurdity idea there gay lifestyle much le gay agenda what actually agenda be good partner be good parent
416,lesson death row inmate,what happen before murder in look way reduce death penalty case david dow realize surprise number death row inmate have similar biography in propose bold plan one prevent murder first place
417,electric rise fall nikola tesla,combine projection map book marco tempest tell visually arrest story nikola tesla call greatest geek who ever live triumphant invention alternate current penniless last day
418,how arduino imagination,massimo banzi help invent arduino tiny microcontroller inspire thousand people around world make coolest thing they can imagine toy satellite gear because a say you do need anyone permission make something great
419,a tale mental illness inside,be okay if i totally trash your office it question elyn saks once ask her doctor be joke a legal scholar saks come forward her own story schizophrenia control by drug therapy but in powerful she ask u see people mental illness clearly honestly compassionately
420,levitate superconductor,how can disk levitate something time it own weight in rivet demonstration boaz almog show phenomenon know a quantum lock allow superconductor disk float over magnetic rail completely frictionlessly zero energy loss experiment prof guy deutscher mishael azoulay boaz almog high tc superconductivity group school physic astronomy tel aviv university
421,how i prepare get alzheimer,when face parent suffer alzheimer most u respond denial it wo happen me or extreme effort at prevention but global health expert ted fellow alanna shaikh see differently she take three concrete step prepare moment should arrive when she herself get alzheimer disease
422,a young guitarist meet hero,usman riaz whiz at percussive guitar style learn play by watch hero youtube ted fellow play onstage at tedglobal follow by jawdropping solo master percussive guitar preston reed and watch these two guitarist take very improv
423,game can give extra year life,when game designer jane mcgonigal find herself bedridden suicidal follow severe concussion she have fascinate idea get better she dive into scientific research create heal game superbetter in move mcgonigal explain game can boost resilience promise add minute your life
424,a vision crime future,world become increasingly open have implication both bright dangerous marc goodman paint portrait grave future which technology rapid development could allow crime take turn worse
425,image recognition trigger augment reality,matt mill tamara roukaerts demonstrate aurasma new augment reality tool can seamlessly animate world a see through smartphone go beyond previous augment reality their aura can do everything make paint overlay live news onto print newspaper
426,i listen color,artist neil harbisson be bear completely color blind but these day device attach head turn color into audible frequency instead see world grayscale harbisson can hear symphony color yes even listen face paint
427,greatest machine never be,computer science begin john tell story charles babbage mechanical analytical engine ada lovelace mathematician daughter lord byron saw beyond it simple computational ability imagine future computer
428,a navy admiral thought global security,imagine global security drive by collaboration among agency government private sector public that not just distant hope fan vision jam stavridis u navy admiral stavridis share vivid moment recent military history explain why security future should be build bridge rather than wall
429,your phone company watch,what kind data your cell phone company collect malte spitz wasn t too worry when ask operator germany share information store him multiple unanswered request lawsuit later spitz receive line code detail nearly account half year life
430,find story inside paint,when tracy chevalier look at paint she imagine story behind them how do painter meet model what would explain look her eye why man blush she share three story inspire by portrait include one lead her novel girl with pearl earring
431,image at trillion frame per second,ramesh raskar present new type image so fast visualize world one trillion frame per second so detail show light itself motion this technology may someday be use build camera can look around corner or see inside body without
432,behind great firewall china,michael anti aka jing zhao have be blogging china year despite control central government have over internet all server be beijing say hundred million microbloggers be fact create first national public sphere country history shift balance power unexpected way
433,what learn online education,daphne koller entice top university put their most intrigue course online free not just a service but a way research people learn with coursera cofounded by andrew ng each keystroke quiz discussion assignment build an unprecedented pool data knowledge process
434,fight nonviolence,how do deal bully without become thug in wise soulful peace activist scilla elworthy map out skill need a nation individual fight extreme force without use force return to answer question why nonviolence work she evoke historical hero aung san suu kyi mahatma gandhi nelson mandela personal philosophy power their peaceful protest
435,dare disagree,most people instinctively avoid conflict but a margaret heffernan show u good disagreement central progress she illustrate sometimes counterintuitively best partner aren t echo chamber great research team relationship business allow people deeply disagree
436,embrace remix,nothing original say kirby ferguson creator everything remix from bob dylan steve job say our most celebrate creator borrow steal transform
437,strange answer psychopath test,be there definitive line divide crazy sane with delivery jon ronson author psychopath test illuminate gray area between two with sound by julian treasure animation by evan grant
438,mental health all by involve all,nearly million people be affect by mental illness worldwide in wealthy nation just half receive appropriate care but develop country close percent go untreated because psychiatrist be such short supply vikram patel outline highly promise approach train member community give mental health intervention empower ordinary people care others
439,voice china worker,in ongoing debate globalization what be miss voice worker million people who migrate factory china other emerge country make good sell all over world reporter leslie chang seek out woman who work one china boom megacities tell their story
440,a choreographer creative process real time,we all use our body daily basis yet few u think our physicality way wayne mcgregor do he demonstrate choreographer communicate idea an audience work two dancer build phrase dance live unscripted tedglobal stage
441,global food waste scandal,western country throw out nearly half their food not because s inedible but because doesn t look appeal tristram stuart delve into shock data waste food call more responsible use global resource
442,mysterious work adolescent brain,why do teenager seem so much more impulsive so much le than cognitive neuroscientist blakemore compare prefrontal cortex adolescent adult show u typically teenage behavior cause by grow develop brain
443,why architect need use their ear,because poor acoustic student classroom miss percent what their teacher say patient hospital have trouble sleep because they continually feel stress julian treasure sound call action designer pay attention invisible architecture sound
444,discover physical side internet,when squirrel chew through cable knock him offline journalist andrew blum start wonder what internet be really make so set out go see underwater cable secret switch other physical bit make up net
445,currency new economy trust,there be an explosion collaborative consumption share car apartment skill rachel botsman explore currency make system like airbnb taskrabbit work trust influence what she call reputation capital
446,how internet will one day transform government,world have learn deal flood new oftentimes divergent idea use host service like github so why can t government in rouse clay shirky show democracy can take lesson internet be not just transparent but also draw knowledge all their citizen
447,what doctor do know drug they prescribe,when new drug get test result trial should be publish rest medical world except much time negative or inconclusive find go unreported leave doctor researcher dark in impassioned ben goldacre explain why these unreported instance negative data be especially mislead dangerous
448,your body language may shape who be,body language affect others see u but may also change see ourselves social psychologist amy cuddy argue power pose stand posture confidence even when do feel confident can boost feel confidence might have an impact our chance success note some find present have be reference an ongoing debate among social scientist robustness reproducibility read criticism update below more detail a well a amy cuddy response
449,computer course,shimon schocken noam nisan develop curriculum their student build computer piece by piece when they put course online give away tool simulator chip specification other build block they be surprise thousand jump at opportunity learn work independently a well a organize their own class first massive open online course mooc a call forget grade tap into learn
450,what so funny mental illness,disease body garner sympathy say comedian ruby wax except those brain why with dazzle energy humor wax diagnose decade ago clinical depression urge u put an end stigma mental illness
451,talk nerdy me,melissa marshall bring message all scientist we fascinate by what do so tell u way can understand in just minute she share powerful tip present complex scientific idea general audience
452,secret live paint,art history far set stone engineer maurizio seracini spend year search leonardo da vinci lose fresco battle anghiari process discover many paint have layer history hide underneath should they be part view experience too
453,smart failure world,world change much more rapidly than most people realize say business educator eddie obeng creative output can not keep up in spirit highlight three important change should understand better productivity call stronger culture smart failure
454,let pool our medical data,when get medical treatment or take part medical test privacy important strict law limit what researcher can see know but what if your medical data could be use anonymously by anyone seek test hypothesis john wilbanks wonder if desire protect our privacy slow research if open up medical data could lead wave health care innovation
455,science everyone kid include,what do science play have common neuroscientist beau lotto think all people kid include should participate science through process discovery change perception he second by amy who along her classmate publish first article by schoolchildren blackawton be project it start once upon time
456,my battle expose government corruption,our leader need be hold accountable say journalist heather brooke and she should know brooke uncover british parliamentary financial expense lead major political scandal she urge u ask our leader question through platform like freedom information request finally get some answer
457,actually world flat,it may seem live borderless world where idea good people flow freely nation nation we not even close say pankaj ghemawat with great data an survey argue there delta between perception reality world maybe not so hyperconnected after all
458,a card trick like no other,suit number color deck card correspond season moon cycle calendar marco tempest strap augment reality goggle do card trick like never see before weave lyrical tale a deal this version fix glitch original performance but otherwise exactly a see live by tedglobal audience include dazzle augment reality effect
459,what i learn my autistic brother,faith jegede tell move funny story grow up her two brother both autistic both extraordinary in ted talent search she remind u pursue life beyond what normal
460,want be happier stay moment,when be human most happy to gather data question matt killingsworth build an app track your happiness let people report their feel real time among surprise result we often happiest when lose moment and flip side more our mind wander le happy can be
461,future lie,who hasn t send text message say i m my way when wasn t true or fudge truth touch their online date profile but jeff hancock doesn t believe anonymity internet encourage dishonesty in fact say searchability permanence information online may even keep u honest
462,lesson creativity,radio host julie burstein talk creative people live share four lesson create face challenge loss hear insight filmmaker mira nair writer richard ford sculptor richard serra photographer joel meyerowitz
463,love letter stranger,hannah brencher mother always write her letter so when she felt herself bottom into depression after college she do what felt natural she write love letter leave them stranger find act have become global initiative world need more love letter which rush handwritten letter those need boost
464,cheap wheelchair,how do build wheelchair ready blaze through mud sand all under mit engineer amos winter guide u through mechanic an wheelchair cheap easy build true accessibility give u some lesson learn along road
465,teen wonder play bluegrass,brother jonny robbie tommy mizzone be sleepy man banjo boy trio virtuoso bluegrass musician who play dazzle vivacity do mention they all under
466,nature beauty gratitude,nature s beauty can be fleet but not through louie schwartzberg s lens his stun photography accompany by powerful word benedictine monk brother david serve a meditation be grateful every day
467,before i die i want,in her new orleans neighborhood artist ted fellow candy chang turn an abandon house into giant chalkboard ask question before i die i want her neighbor answer surprise poignant funny become an unexpected mirror community what your answer
468,want help someone shut up listen,when most aid worker hear problem they think they can fix they go work this ernesto sirolli suggest naïve in funny impassioned propose first step listen people try help tap into their own entrepreneurial spirit his advice what work will help any entrepreneur
469,how solve traffic jam,it an unfortunate reality nearly every major congestion especially during rush hour jonas eliasson reveal subtly nudge just small percentage driver stay off major road can make traffic jam thing past
470,a break body break person,skier janine shepherd hop an olympic medal until she be hit by truck during train bike ride she share powerful story human potential recovery her message be not your body give up old dream can allow new one soar
471,forget multitasking try monotasking,people do just cook anymore they cook texting talk phone watch youtube upload photo awesome meal they just make designer paolo cardini question efficiency our multitasking world make case gasp monotasking
472,a bath without water,if have walk mile jug water every day a million people do unlikely use precious water bathe young entrepreneur ludwick marishane tell amaze funny story invent cheap clean convenient solution drybath world first lotion
473,lesson business prison,jeff smith spend year prison but what discover inside be what expect saw fellow inmate boundless ingenuity business savvy he ask why do tap entrepreneurial potential help contribute society once they back outside from ted talent search event ted newyork
474,why bother leave house,explorer ben saunders want go outside not because s always pleasant happy but because s where meat life juice can suck out our hour saunders next outdoor excursion to try be first world walk coast antarctica south pole back again
475,beware,brain be ubiquitous modern market headline proclaim cheese sandwich help while neuro drink claim reduce stress there s just one problem say neuroscientist molly crockett benefit these be not prove scientifically in crockett explain limit interpret neuroscientific data why should all be aware them
476,israel iran a love story,when war between israel iran seem imminent israeli graphic designer ronny edry share poster facebook himself daughter bold message iranian heart other israeli quickly create their own poster same message iranian respond kind simple act communication inspire surprise facebook community like israel love iran iran love israel even palestine love israel
477,what fear can teach u,imagine shipwreck sailor adrift enormous pacific you can choose one three direction save yourself your shipmate but each choice come fearful consequence too how do choose in tell story whaleship essex novelist karen thompson walker show fear propel imagination a force u imagine possible future cope them
478,deep sea dive wheelchair,when sue austin get power wheelchair she felt tremendous sense freedom yet others look at her a though she have lose something in her art she convey spirit wonder she feel wheel through world include thrill footage an underwater wheelchair let her explore ocean bed drift through school fish float free degree
479,all take mindful minute,when last time do absolutely nothing whole minute not texting talk or even think mindfulness expert andy puddicombe describe transformative power do just refresh your mind minute day simply by be mindful experience present moment no need incense or sit uncomfortable position
480,biohacking can do too,we have personal compute why not personal biotech that question biologist ellen jorgensen her colleague ask themselves before open genspace nonprofit diy bio lab brooklyn devote citizen science where amateur can go tinker biotechnology far be sinister frankenstein lab a some imagine genspace offer long list fun creative practical use diy bio
481,look be everything believe me i model,cameron russell admit she win genetic lottery she tall pretty an underwear model but do judge her by her look in fearless she take wry look at industry have her look highly seductive at barely year old
482,how movie teach manhood,when colin stoke son catch glimpse star war be instantly ob but what message do absorb classic stoke ask more movie send positive message boy cooperation heroic respect woman a manly a defeat villain
483,kid need structure,how can help kid get good start in heartfelt personal colin powell former secretary state ask parent friend relative support child start before they even get primary school through community strong sense responsibility
484,why domestic violence victim do leave,leslie morgan steiner be crazy love madly love man who routinely abuse her threaten her life steiner tell story her relationship correct misconception many people hold victim domestic violence explain can all help break silence
485,let teach kid code,cod just computer whiz say mitch resnick mit medium lab everyone in fun resnick outline benefit teach kid code so they can do more than just use new tech toy but also create them
486,hey science teacher make fun,high school science teacher tyler dewitt be ecstatic new lesson plan bacteria cool devastate when student hat problem be textbook be impossible understand he deliver rouse call science teacher ditch jargon extreme precision instead make science sing through story demonstration
487,one second every day,there be so many tiny beautiful funny tragic moment your life be go remember them all director cesar kuriyama shoot one second video every day a part an ongoing project collect all special bit life
488,print your own medicine,chemist lee cronin work printer instead object able print molecule an excite potential application print your own medicine use chemical ink
489,who control world,jam glattfelder study complexity an interconnect system say swarm bird more than sum it part and complexity theory turn out can reveal lot world economy work glattfelder share groundbreaking study control flow through global economy concentration power hand shockingly small number leave u all vulnerable
490,secret desire relationship,in relationship often expect our beloved be both best friend erotic partner but a esther perel argue good commit sex draw two conflict need our need security our need surprise so do sustain desire with wit eloquence perel let u mystery erotic intelligence
491,be an artist right now,why do ever stop play create with charm humor celebrate korean author kim invoke world greatest artist urge unleash your inner child artist who want play forever
492,a monkey control robot it thought no really,can use our brain directly control machine miguel nicolelis suggest yes show clever monkey u learn control robot arm japan purely it thought research have big implication quadraplegic people fact power exoskeleton kick off world cup
493,could your language affect your ability save money,what can economist learn linguist behavioral economist keith chen introduce fascinate pattern research language without concept future it rain tomorrow instead it will rain tomorrow correlate strongly high save rat
494,use data build better school,how can measure what make school system work andreas schleicher walk u through pisa test global measurement rank country against one another then use same data help school improve watch find out where your country stack up learn single factor make some system outperform others
495,how fly fly,an insect ability fly one greatest feat evolution michael dickinson look at fruit fly take flight such delicate wing thank clever flap motion flight muscle be both powerful nimble but secret ingredient incredible fly brain
496,agile program your family,bruce feiler have radical idea to deal stress modern family life go agile inspire by agile software program feiler introduce family practice which encourage flexibility idea flow constant feedback accountability one surprise feature kid pick their own punishment
497,dance tiny robot,there place france where robot do dance and place tedxconcorde where bruno maisonnier aldebaran robotics choreograph troupe tiny humanoid nao robot through surprisingly emotive performance
498,build school cloud,onstage at sugata mitra make bold ted prize wish help me design school cloud learn lab india where child can explore learn each other use resource mentor cloud hear inspire vision self organize learn environment
499,how fight desertification reverse climate change,desertification fancy word land turn desert begin allan savory quietly powerful and happen world grassland accelerate climate change cause traditional graze society descend into social chaos savory have devote life stop he now believe work may show surprise factor can protect grassland even reclaim degrade land be once desert statement have be challenge by other scientist work field
500,how find giant squid,humankind have be look giant squid architeuthis since first start take picture underwater but elusive predator could never be catch film oceanographer inventor edith widder share key insight teamwork help capture squid film first time
501,a guerilla gardener south central la,ron finley plant vegetable garden south central la abandon lot traffic median along curb why for fun defiance beauty offer some alternative fast food community where be kill more people than
502,a girl who demand school,kakenya ntaiya make deal her father she would undergo traditional maasai rite passage female circumcision if would let her go high school ntaiya tell fearless story continue college work her village elder build school girl her community change destiny young woman
503,to this day bully beautiful,by turn hilarious haunt poet shane koyczan put finger pulse what like be young different to this day poem bully captivate million a viral video create style by animator here give glorious live reprise backstory violin accompaniment by hannah epperson
504,way think charity dead wrong,activist fundraiser dan pallotta call out double standard drive our break relationship charity too many nonprofit say be reward little they spend not what they get do instead equate frugality morality ask u start reward charity their big goal big accomplishment even if come big expense in bold say let change way think change world
505,your brain more than bag chemical,modern psychiatric drug treat chemistry whole brain but neurobiologist david anderson have more nuanced view brain function he share new research could lead target psychiatric medication work better avoid side effect how do for start by make bunch fruit fly angry
506,dawn be ready,throughout humankind history drive specie after specie extinct passenger pigeon eastern cougar dodo but now say stewart brand have technology biology bring back specie humanity wipe out so should which one he ask big question whose answer closer than may think
507,good news poverty yes there good news,human be have be campaign against inequality poverty year but journey accelerate bono embrace inner nerd share inspire data show end poverty sight if can harness momentum
508,internet could crash we need plan b,internet connect billion people machine backbone modern life but tech pioneer danny hillis think internet just be design grow big fear one big or glitch could shut down take civilization to head off digital dark age sound clarion call develop plan b parallel system fall back if or when internet crash
509,mind behind tesla spacex solarcity,entrepreneur elon musk man many plan founder paypal tesla motor spacex sit down ted curator chris anderson share detail visionary project which include electric car solar energy lease company fully reusable rocket
510,my escape north korea,a child grow up north korea hyeonseo lee think her country be best planet it be until famine she begin wonder she escape country at begin life hide a refugee china hers harrow personal tale survival hope powerful reminder those who face constant danger even when border far behind
511,one very dry demo,mark shaw demo dry coat act a an astonishingly powerful shield against water material at nano level spray cover surface an umbrella air so water bounce right off watch an excite kicker
512,my invention make peace lion,in maasai community where richard turere live family cattle be but lion attack be grow more frequent in short inspire young inventor share solution design safely scare lion away
513,when make deal what go your brain,when two people be try make deal whether they re compete or cooperate what s really go inside their brain behavioral economist colin camerer show research reveal badly predict what others be think bonus he present an unexpected study show chimpanzee might just be better at
514,how dead duck change my life,one afternoon kees moeliker get research opportunity few ornithologist would wish a fly duck slam into glass office build die then what happen next would change life note contain graphic image description sexual behavior animal
