page_id,page_title,page_ns,revision_id,timestamp,contributor_id,contributor_name,text
3941,|زبان باجلانی|,0,17596480,2016-07-12T00:06:06Z,176.7.83.63,Anonymous,"{{اشتباه نشود|باجلان}}
{{Infobox language
|name=باجلانی
|nativename=
|states=[[عراق]] ،[[ایران]] 
|region=
|speakers=۵۷٬۰۰۰<ref>[http://www.joshuaproject.net/languages.php?rol3=bjm Bajelani]</ref>
|date=
|ref=
|familycolor=Indo-European
|fam2=[[زبان‌های هندوایرانی|Indo-Iranian]]
|fam3=[[زبان‌های ایرانی|Iranian]] 
|fam4=[[زبان‌های ایرانی غربی|Western Iranian]]
|fam5=[[زبان‌های ایرانی غربی|Northwestern Iranian]]
|fam6=[[زبان‌های زازا-گورانی|Zaza–Gorani]]<ref>{{یادکرد وب|نویسنده = |نشانی = http://www.ethnologue.com/language/hac |عنوان =
Gurani | ناشر =[[اتنولوگ|Ethnologue]] |تاریخ = |تاریخ بازدید = ۲۹ سپتامبر ۲۰۱۴}}</ref><ref>"
3944,|ویکی‌پدیا:کانال IRC|,4,3942517,2010-10-18T01:17:28Z,8483,|Huji|,"#تغییرمسیر [[ویکی‌پدیا:کانال‌های آی‌آرسی]]"
3945,|استان قهرمان مرعش|,0,16117953,2015-10-29T21:28:46Z,279395,|Dexbot|,"{{Coord|37|53|54|N|36|58|16|E|region:TR-46_type:adm1st|display=title}}

{{Infobox settlement
<!-- See Template:Infobox settlement for additional fields and descriptions -->
| name                    = استان قهرمان مرعش
| native_name             = 
| native_name_lang        = <!-- ISO 639-2 code e.g. ""fr"" for French. If more than one, use {{lang}} instead -->
| settlement_type         =  [[فهرست استان‌های ترکیه|استان]]
| image_skyline           = 
| image_alt               = 
| image_caption           = 
| image_flag              = 
| flag_alt                = 
| image_seal              = 
| seal_alt                = 
| image_shield            = 
| shield_alt              = 
| nickname                = 
| motto                   = 
| image_map               = Kahramanmaraş Turkey Provinces locator.gif
| map_alt                 = 
| map_caption             = 
| image_map1              =Kahramanmaraş districts.png 
| mapsize1                =
| map_alt1                =
"
3946,|البستان|,0,15816191,2015-08-27T09:54:57Z,515131,|KasparBot|,"{{Coord|38|12|N|37|11|E|type:city|display=title}}
'''اَلبِستان''' نام شهری است با جمعیت ۷۱٬۵۰۰ نفر در شهرستان البستان [[استان قهرمان مرعش]] [[ترکیه]]. یکی از [[نیروگاه|نیروگاه‌های]] گرمایشی مهم ترکیه به نام افشین-البستان در این منطقه قرار دارد.سه عشیره اصلی کرد ساکن این [[استان]] عبارت‌اند از: سناملی، الخاسی و آتمی. زبان کردان این ناحیه کردی کرمانجی است و نام این استان در آن زبان بصورت اُلبیستُن تلفظ می‌شود.
== جستارهای وابسته ==

== منابع ==

{{پانویس}}
{{شهرستان‌های قهرمان‌مرعش}}

{{داده‌های کتابخانه‌ای}}
[[رده:البستان]]
[[رده:مناطق مسکونی در استان قهرمان مرعش]]"
3951,|الگو:استان‌های ترکیه|,10,17868312,2016-08-11T17:55:27Z,100371,|Darafsh|,"{{ جعبه گشتن
| نام = استان‌های ترکیه
| عنوان = [[استان‌های ترکیه|تقسیمات کشوری ترکیه]]
| تصویر = [[پرونده:ناحیه‌های ترکیه.png|left|70px|ناحیه‌های ترکیه]]{{سخ}}
[[پرونده:Hagia Sophia exterior 2007 002.jpg|left|70px|استانبول]]
| سبک عنوان= background: #ADD8E6;
| کلاس فهرست = hlist
| سبک گروه= background: #ADD8E6;
| گروه۱ = <center>'''[[ناحیه‌های ترکیه|ناحیه]]'''</center>
| فهرست۱ = <center>'''[[استان‌های ترکیه|استان]]'''</center>
| سبک فهرست۱ = background: #ADD8E6;

| گروه۲ = [[ناحیه اژه|اژه]]
| فهرست۲ =
* [[استان ازمیر|ازمیر]]
* [[استان افیون قره‌حصار|افیون قره‌حصار]]
* [[استان آیدین|آیدین]]
* [[استان دنیزلی|دنیزلی]]
* [[استان عشاق|عُشاق]]
* [[استان کوتاهیه|کوتاهیه]]
"
3954,|سیرجان|,0,18165718,2016-09-26T20:35:57Z,551902,|A.M.Z.A|,"{{بهبود منبع|تاریخ=مه ۲۰۱۴}}{{ویکی‌سازی}}{{تمیزکاری}}
{{جعبه شهر ایران
|نام‌رسمی=سیرجان
|روی‌نقشه=آری
|عرض‌جغرافیایی=۲۹٫۴۵
|طول‌جغرافیایی=۵۵٫۶۷
|تصویر=Badgir.chopoghi.jpg
|اندازه‌تصویر=۲۸۰
|برچسب‌تصویر= بادگیر چپقی
|استان=کرمان
|شهرستان=سیرجان
|بخش=[[بخش مرکزی شهرستان سیرجان|مرکزی]]
|دهستان=
|نام‌های‌دیگر=
|نام‌های‌قدیمی= سعیدآباد، سیرگان، شهریگان، شیرگان
|سال‌شهرشدن= ۱۳۱۵
|جمعیت=۲۰۸٬۰۳۳نفر<ref name=""amar.kr.ir"">[http://www.amar.kr.ir/ دفترآمار و اطلاعات استانداری کرمان، سالنامه آماری استان کرمان]</ref>
|رشدجمعیت=
|تراکم‌جمعیت=
|زبان=[[فارسی]]
|لهجه=
|مذهب=[[شیعه]]
|مساحت=
"
3955,|بردسیر|,0,18016098,2016-08-31T07:59:10Z,420876,|Sharaky|,"{{جعبه شهر ایران
|نام‌رسمی= بردسیر
|روی‌نقشه= آری
|عرض‌جغرافیایی =۲۹٫۹۲۶۴
|طول‌جغرافیایی =۵۶٫۵۷۵۰
|تصویر=
|اندازه‌تصویر=
|برچسب‌تصویر= پارک درونوئیه بردسیر
|استان= کرمان
|شهرستان= بردسیر
|بخش= [[بخش مرکزی شهرستان بردسیر|مرکزی]]
|نام‌محلی=
|نام‌های‌دیگر= مشیز
|نام‌های‌قدیمی=
|سال‌شهرشدن= ۱۳۳۵
|جمعیت = ۳۱٬۸۷۰ نفر در سال ۹۰<ref name=""amar""/>
|رشدجمعیت=
|تراکم‌جمعیت=
|زبان= فارسی، لهجه کرمانی
|مذهب= شیعه
|مساحت= 6324 کيلومتر مربع<ref name=ToolAutoGenRef1>http://bardsir.fa.uk.ac.ir/Default2.aspx?Id=5667{{پیوند مرده|تاریخ=اوت ۲۰۱۶}}</ref>
|ارتفاع=۲٬۰۴۷ متر<ref>"
3956,|کرمان (ابهام‌زدایی)|,0,10025045,2013-04-02T20:31:29Z,273991,|JYBot|,"'''کرمان''' به چند معنی در متن‌های فارسی بکار می‌رود:

* [[کارمانیا]] نام تاریخی بخشی از سرزمین ایران است.
* [[استان کرمان]] یکی از استان‌های ایران است.
* [[کرمان (کالیفرنیا) |کرمان]] یکی از شهرهای ایالت [[کالیفرنیا]] [[ایالات متحده آمریکا|آمریکا]] است.
* [[فهرست جاذبه‌های گردشگری استان کرمان]]
* شهر [[کرمان (شهر)|کرمان]] مرکز استان کرمان است.
* [[کرمان (سوادکوه)|روستای کرمان]] یکی از روستاهای شهرستان سواد کوه.
{{ابهام‌زدایی}}"
3961,|ویکی‌پدیا:کمک مالی|,4,10363981,2013-06-03T16:10:04Z,137940,|Mahdiz|,"'''به صفحه کمک های مالی به ویکی‌پدیا خوش آمدید.''' 


در [http://wikimediafoundation.org/fundraising این صفحه] می توانید کمک های مالی خود را پرداخت کرده و به [[ویکی‌پدیا]] کمک کنید. بنیاد [[ویکی‌مدیا]] یک سازمان غیردولتی است و تنها با کمکهای مالی مشارکت کنندگانش اداره میشود. هر روز و هر ساعت هزاران نفر در ازای اطلاعات گرانبهایی که از سایتهای گوناگون این بنیاد دریافت میکنند مبلغی را با توجه به توان مالی خویش به آن هدیه میکنند.



== موارد مصرف ==
کمک های مالی به ویکی پدیا صرف خرید فضاهای سرور و دیگر مخارج گرداند آن می شود.

{{ویکی‌پدیا-خرد}}"
3965,|بهروز وثوقی|,0,18175120,2016-09-28T14:54:15Z,138640,|Hamid Hassani|,"{{جعبه بازیگر
| نام                    = بهروز وثوقی
| تصویر                  = Behrouz_Vossoughi.jpg
| توضیح تصویر            =
| نام اصلی               = بهروز وثوقی
| زمینه فعالیت           = [[سینما]]، [[تئاتر]]، [[دوبله]]
| ملیت                   =[[ایرانی]]
| تاریخ تولد             = ۲۰ اسفند ۱۳۱۶ ({{سن|۱۳۱۶|۱۲|۲۰|از تاریخ=خورشیدی}}){{سخ}}۱۹۳۸ میلادی
| محل تولد               =[[خوی]]، [[آذربایجان غربی]]
| تاریخ مرگ              =
| محل مرگ                =
| محل زندگی              = [[ایالت کالیفرنیا|کالیفرنیا]] [[سان‌فرانسیسکو]]{{سخ}}[[ایالات متحده آمریکا|ایالات متحدهٔ آمریکا]]
| مختصات محل زندگی       =
| مدفن                   =
| علت مرگ                =
| نام دیگر               =
"
3967,|استان‌های ترکیه|,0,17033773,2016-05-14T17:38:44Z,279395,|Dexbot|,"کشور [[ترکیه]] ۸۱ [[استان]] دارد. مراکز همه استان‌ها بجز سه استان با خود استان همنام هستند. سه استان نامبرده عبارت‌اند از: ختای (مرکز: [[انتاکیه]])، قوجا ایلی (مرکز: [[ایزمیت]])، سقاریه (مرکز: [[آداپازاری]]). هرکدام از استان‌های ترکیه به چندین [[بخش]] تقسیم شده است.

{{محل استانهای ترکیه}}

== [[ناحیه اژه|اژه]] ==
[[File:Turkey aegean region.png|thumb|300px]]
* [[استان ازمیر|ازمیر]]
* [[استان افیون قره‌حصار|افیون قره‌حصار]]
* [[استان آیدین|آیدین]]
* [[استان دنیزلی|دنیزلی]]
* [[استان عشاق|عُشاق]]
* [[استان کوتاهیه|کوتاهیه]]
* [[استان مانیسا|مانیسا]]
* [[استان موغله|موغله]]

== [[ناحیه دریای سیاه|دریای سیاه]] ==
"
3968,|فهرست استان‌های کشورها|,0,17694320,2016-07-25T16:02:12Z,9663,|آرش|,"فهرستی از استان‌های کشورهای گوناگون جهان:
{{تقسیمات کشوری جمهوری آذربایجان}}
{{ایالت‌های آرژانتین}}
{{استان‌های آفریقای جنوبی}}
{{استان‌های آفریقای مرکزی}}
{{استان‌های آلبانی}}
{{ایالت‌های آلمان}}
{{استان‌های آنتیگوا و باربودا}}
{{استان‌های آندورا}}
{{استان‌های آنگولا}}
{{ایالت‌های اتریش}}
{{استان‌های اتیوپی}}
{{استان‌های اردن}}
{{استان‌های ارمنستان}}
{{استان‌های اروگوئه}}
{{مناطق اريتره}}
{{استان‌های ازبکستان}}
{{استان‌های اسپانیا}}
{{بخش‌های خودمختار اسپانیا}}
{{ایالت‌های استرالیا}}
{{استان‌های استونی}}
{{استان‌های اسرائیل}}
{{استان‌های اسلوواکی}}
"
3971,|استان باتنه|,0,15712988,2015-08-09T14:44:46Z,514788,|Fatranslator|,"{{بدون منبع}}
{{Infobox settlement
| name= استان باتنه
| native_name = ولایة باتنة، أس شاویث باثنث
| native_name_lang = ar
| type = [[استان‌های الجزایر]]
| image_skyline = The headquarters of the wilaya of Batna.jpg
| image_caption =
| image_map = Algeria 05 Wilaya locator map-2009.svg
| map_caption =
| map_caption1 =
| latd = ۳۵
| latm = ۴۷
| latNS = N
| longd = ۰۶
| longm = ۰۳
| longEW = E
| coordinates_type = region:DZ-05_type:adm1st
| coordinates_display = inline,title
| subdivision_type = [[فهرست کشورهای مستقل|کشور]]
| subdivision_name = {{flag|Algeria}}
| seat_type = [[پایتخت]]
| seat = [[باتنه، الجزایر]]
| leader_title = [[People's Provincial Assembly|PPA]]&nbsp;president
| leader_name = Mr. Soltani El Arbi ([[جبهه آزادی‌بخش میهنی (الجزایر)|جبهه آزادی‌بخش میهنی]])
| leader_title1 = [[والی]]
| leader_name1 = Mr. Bouazgui Abdelkader
"
3975,|الگو:تقسیمات سیاسی ایالات متحده آمریکا|,10,17431425,2016-06-24T22:08:22Z,520424,|Modern Sciences|,"{{موضوع ایالات متحده آمریکا
| name  = United States political divisions
| title =  [[تقسیمات سیاسی ایالات متحده آمریکا|تقسیمات سیاسی]] [[ایالات متحده آمریکا]]
| bodystyle  = text-align:left;
| groupstyle = text-align:right; vertical-align:top;
| state = {{{state|}}}
| group5 = [[منطقه اختصاصی سرخپوستی|مناطق اختصاصی سرخپوستی]]
| list5  =
* [[List of Indian reservations in the United States|List of Indian reservations]]
** [[List of largest Indian reservations in the United States|largest]]
| group6 = ''[[Associated state|ایالات مرتبط]]''
| list6 =
* [[ایالات فدرال میکرونزی]]
* [[جزایر مارشال]]
* [[پالائو]]
}}<noinclude>
{{جمع‌شوندگی}}
[[رده:الگو:زیربخش ایالات متحده آمریکا]]
[[رده:جعبه‌های ناوبری موضوع ایالات متحده آمریکا]]
</noinclude>"
3978,|ترکمن‌صحرا|,0,17860726,2016-08-10T14:25:45Z,248212,|Zhilbert|,"{{coord|37|13|N|55|0|E|source:enwiki|display=title}}
'''ترکمن صحرا''' منطقه‌ای در شمال شرقی [[ایران]] است و شهرهای [[گنبد کاووس]]، [[بندر ترکمن]]، [[آق‌قلا]]، [[مراوه‌تپه]]، [[کلاله]]، [[سیمین‌شهر]]، [[گمش‌تپه]]، [[نگین‌شهر]]، [[انبار آلوم]] و [[داشلی برون]] شهر [[فراغی]]، [[گلیداغ]] را در بر می‌گیرد.{{مدرک}} اکثریت نسبی جمعیت ترکمن صحرا را [[ترکمن|ترکمنها]] تشکیل می‌دهند که مردمانی ترکمن زبان و مسلمان([[اهل سنت]] [[حنفی]])هستند.

"
3979,|مختوم‌قلی فراغی|,0,17855368,2016-08-09T19:41:19Z,569340,|ایستاده در شب|,"{{Infobox writer
|name=مختوم‌قلی فراغی
|image=1959 CPA 2364.jpg
|image_size=200px
|alt=
|caption=
|pseudonym=
|birth_name=
|birth_date={{birth date|1724|5|18}}
|birth_place=[[حاجی‌قوشان]]، [[گنبد کاووس]]، [[شاهنشاهی ایران]]
|death_date=ح. {{death year and age|۱۸۰۷|۱۷۲۴}}
|death_place=
|resting_place=[[آق‌تقه قدیم]]، [[استان گلستان]]
|occupation= شاعری
|language=[[زبان ترکمنی]]
|nationality=
|ethnicity=[[ترکمن‌ها]]
|citizenship=
|education=
|alma_mater=
|period=
|genre=
|subject=
|movement=
|notableworks=
|spouse=
|partner=
|children=
|relatives=
|influences=[[خیام]]
|influenced=
|awards=
|signature=
|signature_alt=
|website=
|portaldisp=
}}
'''مختوم‌قلی فراغی''' (زادهٔ [[۱۱۱۲]] [[هجری خورشیدی|خورشیدی]]<ref>{{یادکرد وب| نشانی = http://www."
3980,|دولت‌محمد آزادی|,0,13417299,2014-10-10T17:30:59Z,206089,|Rezabot|,"[[پرونده:Magtymguly Pyragy tamb.jpg|بندانگشتی|چپ|200px|[[آرامگاه مختومقلی|آرامگاه دولت‌محمد آزادی و پسرش مختومقلی]]، ۱۳۸۸]]
'''دولت محمد آزادی''' (۱۱۱۲ ه. ق - ۱۱۷۴ ه. ق) یکی از شاعران [[زبان ترکمنی|ترکمن‌زبان]] از اهالی [[ترکمن‌های ایران]] در قرن دوازدهم هجری قمری و پدر [[مختومقلی فراغی]] شاعر ملی [[ترکمن|ترکمنان]] است. 

== زندگی شخصی ==

دولت محمد (دولت مامد) در نواحی اطراف [[رود اترک]] متولد شد و تحصیلات اولیه را از پدرش ''مختومقلی دیوئه‌چی'' آموخت و پس از آن برای تحصیل بیشتر به [[خیوه]] رفت.

"
3983,|ادبیات توده|,0,8227786,2012-10-15T16:51:36Z,171940,|Beheshtihossein|,"
{{بدون منبع}}
'''ادبیات توده''' یا ادبیات عامیانه به آن دسته از ادبیات گفته می‌شود که بیشتر به گونه شفاهی از نسل‌های پیشین سینه‌ به‌ سینه به زمان ما رسیده است و در میان [[توده]] مردم رواج دارد. 
ادبیات تودگانه در زبان [[پارسی]] به گونه‌های زیادی نمود یافته است از جمله:
* [[مثل]]‌ها و [[ضرب‌المثل]]‌ها
* [[متلک]]‌ها
* [[معما]]ها
* [[لغز]]ها
* [[چیستان]]
* [[دوبیتی]]‌ها
* [[فهلویات]]
* تقلید از زبان جانوران
* [[ترانه]]‌ها
* [[آواز]]ها
* [[قصه]]‌ها
* [[متل]]-راز
* حکایات راجع به جانوران
* [[افسانه|افسانه‌ها]] (برای نمونه [[گوهر شب‌چراغ]]، [[جابلقا و جابلسا]])
"
3986,|زمینساخت|,0,23271,2005-01-17T18:11:37Z,5,|Masoud|,"#REDIRECT [[زمین‌ساخت]]
"
3987,|فهرست‌های کتاب‌های فارسی|,0,16298202,2015-12-18T15:01:03Z,163003,|Behabadi|,"* [[فهرست آثار ادبی فارسی]]
* [[فهرست فرهنگ‌های فارسی]]
* [[فهرست کتاب‌های خاطرات فارسی]]
* [[فهرست کتاب‌های دینی به فارسی]]
* [[فهرست کتاب‌های علمی به فارسی]]
* [[فهرست کتاب‌های رمان به فارسی]]
* [[فهرست کتاب‌های کودکان و نوجوانان به فارسی]]
* [[فهرست کتاب‌های تاریخ و جغرافی به فارسی]]
{{کتاب-خرد}}

[[رده:فهرست‌های کتاب‌ها|فارسی]]
[[رده:کتاب‌های فارسی]]
[[رده:فهرست‌ها]]"
3989,|کابل|,0,18173087,2016-09-28T06:54:33Z,514788,|Fatranslator|,"{{Coord|۳۴|۳۲|N|۶۹|۱۰|E|display=title}}
{{کاربردهای دیگر}}

{{جعبه شهر افغانستان
|نام‌رسمی= کابل
|عرض‌جغرافیایی =۳۴٫۵۳۳
|طول‌جغرافیایی =۶۹٫۱۶۶
|تصویر= Mountains of Kabul.jpg
|اندازه‌تصویر= 270
|برچسب‌تصویر= مرکز کابل که ۱،۸۰۰ متر بالاتر از سطح دریا قرار گرفته در دره‌ای دراز و باریک بین کوه‌های [[هندوکش]] را شکافته است
|ولایت=کابل
|ولسوالی=کابل
|علاقه‌داری=
|نام‌محلی=
|نام‌های‌قدیمی=
|سال‌شهرشدن=
|جمعیت = ۴٬۵۲۳٬۷۱۸ (سرشماری ۲۰۱۵)
|رشدجمعیت=
|تراکم‌جمعیت=
|زبان= [[فارسی]] 
|مذهب=[[سنی]]، [[شیعه]]
|مساحت=
|ارتفاع=۱۷۹۰ متر
|میانگین‌دما=
|میانگین‌بارش‌سالانه=
|شمارروزهای‌یخبندان=
|شهردار= 
"
3990,|آمودریا|,0,17550519,2016-07-07T05:49:46Z,557743,|YamahaBot|,"{{Geobox|v,n
<!-- *** Heading *** -->
| name = آمودریا
| native_name =
| other_name = Oxus
| other_name1 = Jayhoun
| other_name2 = də Āmu Sind
| other_name3 = Vaksu
| other_name4 = Amu River
| category_hide = ۱
<!-- *** Names **** -->
| etymology = Named for the city of Āmul (now Turkmenabat)
| nickname =
<!-- *** Image *** -->
| image = Amudaryasunset.jpg
| image_caption = Looking at the Amu Darya from [[ترکمنستان]]
| image_size = 285
<!-- *** Country *** -->
| country = افغانستان
| country1 = تاجیکستان
| country2 =ترکمنستان
| country3 = ازبکستان
| country_flag = ۱
| state =
| region = آسیای مرکزی
| district =
| municipality =
<!-- *** Family *** -->
| parent =
| tributary_left = Panj River
| tributary_right = Vakhsh River
| tributary_right1 = Surkhan Darya
| tributary_right2 = Sherabad River
| tributary_right3 = Zeravshan River
| city =
| landmark =
<!-- *** River locations *** -->
| source = [[رود پامیر]]/[[رود پنج]]
"
3992,|زهره داود|,0,15690111,2015-08-08T13:20:31Z,9663,|آرش|,"{{جعبه زندگینامه
|نام_شخص= زهره داود
|نام_تصویر=
|عرض_تصویر=
|توضیح_تصویر= 
|نام دیگر=
|جوایز دریافتی=
|لقب‌ها=
|زمینه فعالیت= مدل، مجری تلویزیونی
|ملیت= {{flagicon|Afghanistan}} [[افغان]]
|اهل=
|دوره=
|سال‌های فعالیت=
|محل زندگی= {{flagicon|USA}} [[ایالات متحده]]
|مذهب=
|نهاد=
|همسر= محمد داود
|فرزندان=
|والدین= یوسف
|آرامگاه=
|مدفن=
|نقش‌های برجسته= [[دختر شایسته]] افغانستان{{سر خط}} سال [[۱۹۷۲ (میلادی)|۱۹۷۲]]
|پیشه=
|وب‌گاه=
|منصب=
|سبک=
|مکتب=
|آثار=
|تاریخ_تولد= [[۱۹۵۴ (میلادی)|۱۹۵۴]]
|محل_تولد= [[مزار شریف]]
|تاریخ_مرگ=
|محل_مرگ=
|امضاء=
|گفتاورد=
|imdb_id =
|Soure_id =
}}

"
3993,|باغ لطیف|,0,11862095,2014-01-30T23:14:04Z,206089,|Rezabot|,"'''باغ لطیف''' در نزدیکی [[بالاحصار]] شهر [[کابل]]، پایتخت افغانستان، و در آغاز [[شهدای صالحین]] قرار داشت و از سوی سرهنگ [[عبداللطیف خان]] بنا شده بود. سرهنگ عبداللطیف از تیرهٔ [[مومند]] و اصلاً ساکن [[شالیز]] [[غزنه]] بود. وی در دوران جوانی و در هنگامیکه امیرمحمدافضل خان هنوز به امارت نرسیده بود و از طرف پدرش فرمانروای کل صفحات ترکستان بود، به درجه کپتانی رسید که نامبرده در توپخانه حضور به عنوان فرمانده (قوماندان) ایفای وظیفه می‌کرد. چندی بعد به درجه (رتبه) سرهنگی (کرنیلی) رسید که تا زمان حکومت [[امیرعبدالرحمن خان]] در همین درجه باقی‌ماند.

"
3995,|جغرافیای افغانستان (ابهام‌زدایی)|,0,6265035,2012-02-15T05:28:00Z,101054,|TruthPraiser|,"'''جغرافیای افغانستان''' به دو دسته بخش می‌شود:
* [[جغرافیای طبیعی افغانستان]]
* [[جغرافیای انسانی افغانستان]]

{{ابهام‌زدایی}}

[[رده:صفحه‌های ابهام‌زدایی]]"
3996,|جغرافیای طبیعی افغانستان|,0,17871280,2016-08-11T22:54:10Z,557743,|YamahaBot|,"{{Coord|33|00|N|65|00|E|type:country|display=title}}

{{کاربردهای دیگر|جغرافیای انسانی افغانستان}}

{{بهبود منبع}}

{| border=1 align=left cellpadding=4 cellspacing=0 width=300 style=""margin: 0.1em 1.5em 1em 0; background: #f9f9f9; border: 1px #aaaaaa solid; border-collapse: collapse; font-size: 95%;""
|+<span style=""font-size: large;"">'''افغانستان'''</span>
|-
| style=""background:#f3f3f3;"" align=center"" colspan=""2"" |
{| border=""0"" cellpadding=""2"" cellspacing=""0""
|-
| align=""center"" width=""140px"" | [[File:Afghanistan physical en.png|300px|Map of Afghanistan]]
|}
|-
| '''[[قاره]]''' || [[آسیا]]
|-
| '''[[منطقه]]''' || [[خاورمیانه]]
|-
| '''[[مختصات جغرافیایی]]''' || {{coord|33|00|N|65|00|E|type:country}}
|-
| '''[[منطقه]]'''<br>&nbsp;- مجموع<br>&nbsp;- Water
| [[رتبه]]<br>{{convert|647500|km2|abbr=on}}<br> 0&nbsp;km<sup>2</sup> (محصور در خشکی)
|-
"
3997,|جغرافیای انسانی افغانستان|,0,16401692,2016-01-12T01:45:56Z,132869,|Dalba|,"{{بدون منبع}}
[[جمهوری اسلامی افغانستان]] در سال ۱۹۹۷ م ۲۰٬۸۳۸٬۰۰۰ نفر جمعیت داشته است، و از این نظر چهل و هفتمین کشور جهان محسوب می‌گردد. پیش بینی می‌گردد با بازگشت [[مهاجران افغان]] از آسیا (به خصوص [[پاکستان]]، [[ایران]] و [[امارات]]) و اروپا (به ویژه آلمان، فرانسه) و آمریکا و استرالیا، جمعیت کشور در سال ۲۰۰۴ به حدود ۲۸ میلیون نفر بالغ گردد.رشد جمعیت %۲٫۳ بوده و تراکم جمعیت حدود ۳۱٫۹ نفر در هر کیلومتر مربع است.

پرجمعیت‌ترین شهرهای آن عبارت‌اند از:

"
4002,|جمشید|,0,18173036,2016-09-28T06:51:03Z,514788,|Fatranslator|,"{{کاربردهای دیگر}}
{{تحقیق دست اول}}
{{جعبه اطلاعات شخصیت‌های اسطوره‌ای ایران
|نام=جمشید
|تصویر =
|عنوان تصویر=
|اندازه تصویر=250px
| زادروز و زادگاه   =
| ناپدیدشدن   =
| وضعیت   =
| محل زندگی   =
| ملیت   =
| نام‌های دیگر   =""ییمَ"" (یَمَه){{سخ}}جم
| تبار   =[[کیومرث]] (گیومَرتَ)
| شاگرد   =
| استاد   =
| پیشه   =[[پادشاه]]
| شناخته‌شده برای   =برپایی [[نوروز]]{{سخ}}ساختن ابزار جنگ{{سخ}}پوشش مردمان{{سخ}}دسته‌بندی مردمان و تقسیم کار{{سخ}}ساختمان‌سازی و خشت‌زنی{{سخ}}برآوردن گوهر{{سخ}}برآوردن بوهای خوش{{سخ}}ساخت [[کشتی (شناور)|کشتی]] و [[دریانوردی]]{{سخ}}[[ساختمان‌سازی]] و [[خشت‌زنی]]
| لقب   = جم
"
4007,|ویکی‌پدیا:الگوهای ناوبری|,4,18134721,2016-09-21T16:21:02Z,116856,|Shakeh|,"{{سرنویس|برای '''راهنمای مناسب'''، [[ویکی‌پدیا:رده‌ها، فهرست‌ها و الگوهای ناوبری]] را ببینید.}}
{{انشای رهنمود|وپ:ناوبری|interprets=راهنمای [[ویکی‌پدیا:رده‌ها، فهرست‌ها و الگوهای ناوبری]]}}
{{چکیده|یک الگوی ناوبری الگویی است که بین چند نوشتار متعلق به یک موضوع پیوند می‌دهد. دو گونه از الگوهای ناوبری: جعبه‌های ناوبری، یا نوباکس، و نوارهای کناری.}}
'''الگوهای ناوبری''' {{به انگلیسی|Navigation templates}} گروه‌بندی پیوندهای استفاده‌شده در چند نوشتار مرتبط برای آسان کردن ناوبری میان آن نوشتارها است. ویرایش یک الگوی ناوبری در صفحهٔ الگو انجام می‌شود.

"
4008,|ویکی‌پدیا:فهرست الگوهای پیامی|,4,17198349,2016-05-28T13:09:27Z,111931,|Saeidpourbabak|,"==در مورد متن==
{|width=""100%"" border=""1"" cellspacing=""0"" cellpadding=""4""  style=""margin:1em 1em 1em 1; border-style:solid;""
|- style=""background:#6495ED;""
! width=""22%"" | الگو
! width=""60%"" | نمایش نتیجه
! width=""18%"" | محل قرار گرفتن در مقاله
|-
|<tt>{{الگوب|خودارجاعی}}</tt><br /><small>[[بحث الگو:خودارجاعی|بحث الگو]]</small>
|{{خودارجاعی}}
|بالای صفحه
|-
|<tt>{{الگوب|واژه نامناسب}}</tt><br /><small>[[بحث الگو:شابک۲|بحث الگو]]</small>
|{{واژه نامناسب}}
|بالای صفحه
|-
|<tt>{{الگوب|شابک۲}}</tt><br /><small>[[بحث الگو:شابک۲|بحث الگو]]</small>
|{{شابک۲}}
|بالای صفحه
|-
|<tt>{{الگوب|پیوند مرده۲}}</tt><br /><small>[[بحث الگو:پیوند مرده۲|بحث الگو]]</small>
|{{پیوند مرده۲}}
|بالای صفحه
|-
|<tt>{{الگوب|رویداد روز}}</tt><br /><small>"
4009,|ویکی‌پدیا:فهرست الگوها|,4,15349325,2015-05-26T14:55:29Z,499011,|درپیت|,"{{میان‌بر|وپ:الگو|وپ:فق}}
'''الگوها'''، [[شابلون]]‌ها و جدول‌های از پیش تعیین‌شده‌ای هستند که برای استانداردسازی نمایش اطلاعات یا پیام‌های همسان بکار می‌روند. قالب‌ها به تشخیص سریعتر داده‌های دلخواه و همچنین [[ناوبری]] و گشت‌و‌گذار راحت‌تر از طریق پیوندها کمک می‌کنند.
الگوهای موجود در ویکی‌پدیای فارسی به چند دسته زیر بخش می‌گردند:

{| style=""width:85%; border:1px solid 	#EAC117; background:#FFF380; color:black; padding:1em; font-size:120%; margin:1px auto;""
|-
|[[Image:David_face.png|30px]][[ویکی‌پدیا:الگوهای معرفی اشخاص|الگوهای جعبه معرفی اشخاص]]|| [[Image:Nuvola apps bookcase.svg|23px]][[ویکی‌پدیا:فهرست الگوهای موضوعی|الگوهای جعبه موضوعی]]
|-
"
